Id,Tinfilt[s],Cumul_Infiltration[mm]
20,3962,794.5
20,3989,799.5
20,4018,804.5
20,4045,809.25
20,4072,814.25
20,4102,818.75
20,4128,823
20,4154,828
20,4178,832.5
20,4204,836.75
20,4229,841.25
20,4259,846.25
20,4285,851
20,4312,855.5
20,4340,860.5
20,4366,865
20,4392,869.5
20,4418,874.25
20,4444,878.75
20,4469,883
20,4495,887.5
20,4520,891.75
20,4544,896
20,4567,900
20,4590,904
20,4613,908
20,4636,911.75
20,4658,915.5
20,4681,919.25
20,4702,923.25
20,4722,926.25
20,4742,929.75
20,4762,933
20,4780,936.5
20,4800,939.75
20,4819,943.25
20,4835,946.75
21,0,0
21,9,9.5
21,16,14.75
21,26,19.75
21,41,24.75
21,57,29.25
21,78,34
21,97,38.5
21,118,43
21,138,47.75
21,161,52.5
21,188,58.25
21,217,63.75
21,245,69
21,276,74.25
21,305,79.5
21,334,84.75
21,363,89.5
21,394,94.75
21,423,99.75
21,450,104.5
21,482,109.25
21,508,113.75
21,539,118.75
21,568,123.25
21,596,128
21,621,132.5
21,647,136.75
21,681,141.5
21,710,146.25
21,744,151.75
21,779,157
21,811,162.5
21,845,167.75
21,878,173.5
21,911,178.25
21,946,183.5
21,976,188.5
21,1012,193.75
21,1046,198.25
21,1077,202.75
21,1106,207.5
21,1139,212
21,1166,216.25
21,1198,220.5
21,1226,225.25
21,1252,229.25
21,1281,233.5
21,1317,238.75
21,1354,244.25
21,1392,249.75
21,1432,255
21,1466,260
21,1500,265.25
21,1537,270.25
21,1578,275.5
21,1613,280.25
21,1648,285.25
21,1676,289.75
21,1708,294.75
21,1739,299.25
21,1772,304
21,1812,309.5
21,1850,315
21,1889,320.25
21,1926,325.5
21,1964,330.5
21,2000,335.5
21,2035,340.75
21,2073,345.5
21,2107,350.5
21,2141,355.5
21,2175,360
21,2207,364.5
21,2238,369
21,2272,373.5
21,2301,377.75
21,2334,382
21,2365,386
21,2392,390
21,2423,394.25
21,2464,400.5
21,2506,405.75
21,2544,410.75
21,2581,416
21,2621,421.25
21,2660,426.25
21,2696,431.5
21,2734,436.75
21,2773,441.75
21,2807,446.5
21,2841,451
21,2880,456
21,2919,460.75
21,2955,466
21,2994,471
21,3026,475.5
21,3064,480.25
21,3098,484.75
21,3130,488.75
21,3166,493.25
21,3200,497.25
21,3232,502
21,3265,506.25
21,3297,510.25
21,3327,513.75
21,3357,517.25
21,3386,521.25
21,3420,525
21,3441,525.25
21,3449,529.25
21,3473,533
21,3504,536.25
21,3533,540.5
21,3560,544.25
21,3596,549
21,3630,553.5
21,3669,557.75
21,3701,562
21,3736,566.5
21,3770,571
21,3803,575
21,3837,579.25
21,3875,583.75
21,3912,588.5
21,3943,592.75
21,3979,597
21,4015,601
21,4049,605.25
21,4081,609
21,4119,613.5
21,4158,618.75
21,4200,623.5
21,4241,628.25
21,4280,632.75
