Id,Diameter[mm],Cumul_Psd
16,0.25,0.9
16,0.5,0.99
16,1,1
16,2,1
17,0.002,0.1
17,0.006,0.14
17,0.01,0.15
17,0.02,0.19
17,0.063,0.35
17,0.125,0.52
17,0.25,0.84
17,0.5,0.99
17,1,1
17,2,1
18,0.002,0.03
18,0.006,0.04
18,0.01,0.04
18,0.02,0.06
18,0.063,0.13
18,0.125,0.3
18,0.25,0.72
18,0.5,0.96
18,1,0.98
18,2,1
19,0.002,0.22
19,0.006,0.31
19,0.01,0.37
19,0.02,0.5
19,0.063,0.79
19,0.125,0.87
19,0.25,0.94
19,0.5,0.99
19,1,1
19,2,1
20,0.002,0.23
20,0.006,0.32
20,0.01,0.37
20,0.02,0.49
20,0.063,0.77
20,0.125,0.86
20,0.25,0.94
20,0.5,0.99
20,1,1
20,2,1
21,0.002,0.22
21,0.006,0.29
21,0.01,0.34
21,0.02,0.45
21,0.063,0.72
21,0.125,0.81
21,0.25,0.91
21,0.5,0.98
21,1,1
21,2,1
22,0.002,0.12
22,0.006,0.17
22,0.01,0.2
22,0.02,0.27
22,0.063,0.47
22,0.125,0.59
22,0.25,0.75
22,0.5,0.91
22,1,0.96
22,2,1
23,0.002,0.05
23,0.006,0.05
23,0.01,0.06
23,0.02,0.08
23,0.063,0.15
23,0.125,0.23
23,0.25,0.4
23,0.5,0.77
23,1,0.9
23,2,1
24,0.002,0.03
24,0.006,0.04
24,0.01,0.04
24,0.02,0.05
24,0.063,0.07
24,0.125,0.12
24,0.25,0.28
24,0.5,0.75
24,1,0.91
24,2,1
25,0.002,0.21
25,0.006,0.3
25,0.01,0.35
25,0.02,0.45
25,0.063,0.7
25,0.125,0.81
25,0.25,0.92
25,0.5,0.99
25,1,1
25,2,1
26,0.002,0.19
26,0.006,0.28
26,0.01,0.33
26,0.02,0.42
26,0.063,0.69
26,0.125,0.79
26,0.25,0.91
26,0.5,0.98
26,1,1
26,2,1
27,0.002,0.18
27,0.006,0.26
27,0.01,0.3
27,0.02,0.4
27,0.063,0.65
27,0.125,0.76
27,0.25,0.9
27,0.5,0.98
27,1,0.99
27,2,1
28,0.002,0.13
28,0.006,0.18
28,0.01,0.21
28,0.02,0.29
28,0.063,0.53
28,0.125,0.66
28,0.25,0.84
28,0.5,0.93
28,1,0.95
28,2,1
29,0.002,0.04
29,0.006,0.05
29,0.01,0.07
29,0.02,0.08
29,0.063,0.16
29,0.125,0.26
29,0.25,0.53
29,0.5,0.84
29,1,0.92
29,2,1
30,0.002,0.04
30,0.006,0.04
30,0.01,0.05
30,0.02,0.06
30,0.063,0.11
30,0.125,0.24
30,0.25,0.56
30,0.5,0.87
30,1,0.93
30,2,1
31,0.002,0.17
31,0.006,0.26
31,0.01,0.32
31,0.02,0.43
31,0.063,0.72
31,0.125,0.82
31,0.25,0.93
31,0.5,0.99
31,1,1
31,2,1
32,0.002,0.19
32,0.006,0.28
32,0.01,0.34
32,0.02,0.43
32,0.063,0.71
32,0.125,0.82
32,0.25,0.92
32,0.5,0.98
32,1,1
32,2,1
33,0.002,0.24
33,0.006,0.29
33,0.01,0.32
33,0.02,0.42
33,0.063,0.67
33,0.125,0.78
33,0.25,0.89
33,0.5,0.95
33,1,0.97
33,2,1
34,0.002,0.13
34,0.006,0.16
34,0.01,0.18
34,0.02,0.22
34,0.063,0.37
34,0.125,0.52
34,0.25,0.73
34,0.5,0.85
34,1,0.9
34,2,1
35,0.002,0.03
35,0.006,0.05
35,0.01,0.06
35,0.02,0.08
35,0.063,0.2
35,0.125,0.37
35,0.25,0.65
35,0.5,0.89
35,1,0.96
35,2,1
36,0.002,0.02
36,0.006,0.05
36,0.01,0.06
36,0.02,0.08
36,0.063,0.17
36,0.125,0.32
36,0.25,0.59
36,0.5,0.88
36,1,0.97
36,2,1
37,0.002,0.19
37,0.006,0.28
37,0.01,0.33
37,0.02,0.47
37,0.063,0.81
37,0.125,0.88
37,0.25,0.94
37,0.5,0.98
37,1,1
37,2,1
38,0.002,0.2
38,0.006,0.29
38,0.01,0.35
38,0.02,0.48
38,0.063,0.81
38,0.125,0.87
38,0.25,0.93
38,0.5,0.97
38,1,0.99
38,2,1
39,0.002,0.18
39,0.006,0.27
39,0.01,0.33
39,0.02,0.41
39,0.063,0.8
39,0.125,0.86
39,0.25,0.91
39,0.5,0.97
39,1,0.99
39,2,1
40,0.002,0.22
40,0.006,0.29
40,0.01,0.34
40,0.02,0.46
40,0.063,0.71
40,0.125,0.76
40,0.25,0.82
40,0.5,0.9
40,1,0.95
40,2,1
41,0.002,0.2
41,0.006,0.22
41,0.01,0.25
41,0.02,0.28
41,0.063,0.37
41,0.125,0.4
41,0.25,0.47
41,0.5,0.66
41,1,0.82
41,2,1
42,0.002,0.12
42,0.006,0.13
42,0.01,0.14
42,0.02,0.13
42,0.063,0.16
42,0.125,0.17
42,0.25,0.27
42,0.5,0.56
42,1,0.8
42,2,1
43,0.002,0.18
43,0.006,0.27
43,0.01,0.33
43,0.02,0.46
43,0.063,0.8
43,0.125,0.87
43,0.25,0.94
43,0.5,0.99
43,1,1
43,2,1
44,0.002,0.16
44,0.006,0.26
44,0.01,0.3
44,0.02,0.44
44,0.063,0.8
44,0.125,0.88
44,0.25,0.94
44,0.5,0.99
44,1,1
44,2,1
45,0.002,0.16
45,0.006,0.26
45,0.01,0.31
45,0.02,0.43
45,0.063,0.77
45,0.125,0.85
45,0.25,0.93
45,0.5,0.98
45,1,0.99
45,2,1
46,0.002,0.18
46,0.006,0.26
46,0.01,0.3
46,0.02,0.42
46,0.063,0.71
46,0.125,0.79
46,0.25,0.88
46,0.5,0.95
46,1,0.97
46,2,1
47,0.002,0.21
47,0.006,0.24
47,0.01,0.27
47,0.02,0.3
47,0.063,0.42
47,0.125,0.5
47,0.25,0.6
47,0.5,0.79
47,1,0.87
47,2,1
48,0.002,0.19
48,0.006,0.21
48,0.01,0.22
48,0.02,0.25
48,0.063,0.29
48,0.125,0.34
48,0.25,0.48
48,0.5,0.81
48,1,0.93
48,2,1
49,0.002,0.22
49,0.006,0.32
49,0.01,0.38
49,0.02,0.51
49,0.063,0.85
49,0.125,0.9
49,0.25,0.94
49,0.5,0.98
49,1,1
49,2,1
50,0.002,0.23
50,0.006,0.32
50,0.01,0.38
50,0.02,0.51
50,0.063,0.85
50,0.125,0.9
50,0.25,0.94
50,0.5,0.98
50,1,1
50,2,1
51,0.002,0.18
51,0.006,0.31
51,0.01,0.39
51,0.02,0.5
51,0.063,0.81
51,0.125,0.86
51,0.25,0.91
51,0.5,0.96
51,1,0.98
51,2,1
52,0.002,0.27
52,0.006,0.35
52,0.01,0.39
52,0.02,0.49
52,0.063,0.73
52,0.125,0.79
52,0.25,0.84
52,0.5,0.9
52,1,0.94
52,2,1
53,0.002,0.2
53,0.006,0.28
53,0.01,0.3
53,0.02,0.34
53,0.063,0.48
53,0.125,0.53
53,0.25,0.6
53,0.5,0.69
53,1,0.78
53,2,1
54,0.002,0.13
54,0.006,0.14
54,0.01,0.18
54,0.02,0.18
54,0.063,0.28
54,0.125,0.34
54,0.25,0.46
54,0.5,0.61
54,1,0.73
54,2,1
55,0.002,0.22
55,0.006,0.32
55,0.01,0.39
55,0.02,0.54
55,0.063,0.87
55,0.125,0.93
55,0.25,0.97
55,0.5,0.99
55,1,1
55,2,1
56,0.002,0.23
56,0.006,0.33
56,0.01,0.4
56,0.02,0.55
56,0.063,0.86
56,0.125,0.93
56,0.25,0.96
56,0.5,0.99
56,1,1
56,2,1
57,0.002,0.21
57,0.006,0.3
57,0.01,0.36
57,0.02,0.48
57,0.063,0.84
57,0.125,0.91
57,0.25,0.95
57,0.5,0.99
57,1,1
57,2,1
58,0.002,0.24
58,0.006,0.33
58,0.01,0.38
58,0.02,0.49
58,0.063,0.78
58,0.125,0.85
58,0.25,0.91
58,0.5,0.97
58,1,0.98
58,2,1
59,0.002,0.23
59,0.006,0.28
59,0.01,0.32
59,0.02,0.41
59,0.063,0.6
59,0.125,0.68
59,0.25,0.78
59,0.5,0.9
59,1,0.93
59,2,1
60,0.002,0.14
60,0.006,0.16
60,0.01,0.16
60,0.02,0.2
60,0.063,0.27
60,0.125,0.34
60,0.25,0.54
60,0.5,0.84
60,1,0.91
60,2,1
61,0.002,0.23
61,0.006,0.33
61,0.01,0.4
61,0.02,0.54
61,0.063,0.88
61,0.125,0.93
61,0.25,0.96
61,0.5,0.99
61,1,1
61,2,1
62,0.002,0.22
62,0.006,0.32
62,0.01,0.38
62,0.02,0.53
62,0.063,0.87
62,0.125,0.93
62,0.25,0.96
62,0.5,0.99
62,1,1
62,2,1
63,0.002,0.21
63,0.006,0.32
63,0.01,0.37
63,0.02,0.52
63,0.063,0.87
63,0.125,0.93
63,0.25,0.95
63,0.5,0.98
63,1,0.99
63,2,1
64,0.002,0.23
64,0.006,0.31
64,0.01,0.37
64,0.02,0.5
64,0.063,0.83
64,0.125,0.9
64,0.25,0.94
64,0.5,0.97
64,1,0.99
64,2,1
65,0.002,0.19
65,0.006,0.25
65,0.01,0.31
65,0.02,0.38
65,0.063,0.66
65,0.125,0.75
65,0.25,0.82
65,0.5,0.9
65,1,0.94
65,2,1
66,0.002,0.07
66,0.006,0.1
66,0.01,0.12
66,0.02,0.17
66,0.063,0.28
66,0.125,0.36
66,0.25,0.52
66,0.5,0.71
66,1,0.81
66,2,1
67,0.002,0.22
67,0.006,0.32
67,0.01,0.39
67,0.02,0.52
67,0.063,0.88
67,0.125,0.93
67,0.25,0.96
67,0.5,0.99
67,1,1
67,2,1
68,0.002,0.19
68,0.006,0.31
68,0.01,0.37
68,0.02,0.5
68,0.063,0.87
68,0.125,0.93
68,0.25,0.96
68,0.5,0.99
68,1,1
68,2,1
69,0.002,0.22
69,0.006,0.32
69,0.01,0.37
69,0.02,0.52
69,0.063,0.85
69,0.125,0.91
69,0.25,0.94
69,0.5,0.98
69,1,0.99
69,2,1
70,0.002,0.18
70,0.006,0.3
70,0.01,0.35
70,0.02,0.46
70,0.063,0.8
70,0.125,0.87
70,0.25,0.91
70,0.5,0.96
70,1,0.98
70,2,1
71,0.002,0.23
71,0.006,0.29
71,0.01,0.34
71,0.02,0.44
71,0.063,0.63
71,0.125,0.69
71,0.25,0.75
71,0.5,0.82
71,1,0.87
71,2,1
72,0.002,0.11
72,0.006,0.17
72,0.01,0.21
72,0.02,0.24
72,0.063,0.34
72,0.125,0.39
72,0.25,0.48
72,0.5,0.68
72,1,0.82
72,2,1
73,0.002,0.23
73,0.006,0.33
73,0.01,0.4
73,0.02,0.53
73,0.063,0.84
73,0.125,0.89
73,0.25,0.94
73,0.5,0.99
73,1,1
73,2,1
74,0.002,0.24
74,0.006,0.32
74,0.01,0.4
74,0.02,0.53
74,0.063,0.83
74,0.125,0.88
74,0.25,0.94
74,0.5,0.98
74,1,1
74,2,1
75,0.002,0.23
75,0.006,0.33
75,0.01,0.38
75,0.02,0.52
75,0.063,0.77
75,0.125,0.82
75,0.25,0.9
75,0.5,0.98
75,1,1
75,2,1
76,0.002,0.25
76,0.006,0.31
76,0.01,0.35
76,0.02,0.43
76,0.063,0.6
76,0.125,0.65
76,0.25,0.79
76,0.5,0.96
76,1,0.99
76,2,1
77,0.002,0.16
77,0.006,0.17
77,0.01,0.2
77,0.02,0.22
77,0.063,0.28
77,0.125,0.32
77,0.25,0.56
77,0.5,0.87
77,1,0.94
77,2,1
78,0.002,0.06
78,0.006,0.07
78,0.01,0.07
78,0.02,0.08
78,0.063,0.09
78,0.125,0.13
78,0.25,0.37
78,0.5,0.84
78,1,0.94
78,2,1
79,0.002,0.24
79,0.006,0.34
79,0.01,0.41
79,0.02,0.56
79,0.063,0.84
79,0.125,0.89
79,0.25,0.94
79,0.5,0.98
79,1,1
79,2,1
80,0.002,0.25
80,0.006,0.35
80,0.01,0.4
80,0.02,0.55
80,0.063,0.84
80,0.125,0.89
80,0.25,0.94
80,0.5,0.98
80,1,1
80,2,1
81,0.002,0.27
81,0.006,0.36
81,0.01,0.42
81,0.02,0.56
81,0.063,0.81
81,0.125,0.86
81,0.25,0.93
81,0.5,0.98
81,1,0.99
81,2,1
82,0.002,0.24
82,0.006,0.31
82,0.01,0.33
82,0.02,0.4
82,0.063,0.54
82,0.125,0.59
82,0.25,0.7
82,0.5,0.82
82,1,0.89
82,2,1
83,0.002,0.11
83,0.006,0.13
83,0.01,0.14
83,0.02,0.17
83,0.063,0.2
83,0.125,0.24
83,0.25,0.4
83,0.5,0.69
83,1,0.87
83,2,1
84,0.002,0.06
84,0.006,0.08
84,0.01,0.09
84,0.02,0.09
84,0.063,0.11
84,0.125,0.14
84,0.25,0.31
84,0.5,0.72
84,1,0.89
84,2,1
85,0.002,0.23
85,0.006,0.34
85,0.01,0.42
85,0.02,0.58
85,0.063,0.86
85,0.125,0.91
85,0.25,0.94
85,0.5,0.97
85,1,0.99
85,2,1
86,0.002,0.22
86,0.006,0.34
86,0.01,0.41
86,0.02,0.54
86,0.063,0.84
86,0.125,0.9
86,0.25,0.93
86,0.5,0.97
86,1,0.99
86,2,1
87,0.002,0.2
87,0.006,0.33
87,0.01,0.41
87,0.02,0.54
87,0.063,0.83
87,0.125,0.88
87,0.25,0.92
87,0.5,0.96
87,1,0.99
87,2,1
88,0.002,0.22
88,0.006,0.35
88,0.01,0.43
88,0.02,0.55
88,0.063,0.78
88,0.125,0.84
88,0.25,0.88
88,0.5,0.94
88,1,0.98
88,2,1
89,0.002,0.22
89,0.006,0.29
89,0.01,0.31
89,0.02,0.37
89,0.063,0.47
89,0.125,0.5
89,0.25,0.56
89,0.5,0.69
89,1,0.82
89,2,1
90,0.002,0.13
90,0.006,0.16
90,0.01,0.16
90,0.02,0.17
90,0.063,0.19
90,0.125,0.2
90,0.25,0.28
90,0.5,0.6
90,1,0.85
90,2,1
91,0.002,0.23
91,0.006,0.38
91,0.01,0.45
91,0.02,0.59
91,0.063,0.89
91,0.125,0.93
91,0.25,0.96
91,0.5,0.98
91,1,1
91,2,1
92,0.002,0.23
92,0.006,0.37
92,0.01,0.45
92,0.02,0.6
92,0.063,0.89
92,0.125,0.94
92,0.25,0.97
92,0.5,0.99
92,1,1
92,2,1
93,0.002,0.22
93,0.006,0.37
93,0.01,0.45
93,0.02,0.62
93,0.063,0.9
93,0.125,0.95
93,0.25,0.97
93,0.5,0.99
93,1,1
93,2,1
94,0.002,0.24
94,0.006,0.4
94,0.01,0.47
94,0.02,0.63
94,0.063,0.89
94,0.125,0.94
94,0.25,0.96
94,0.5,0.98
94,1,1
94,2,1
95,0.002,0.32
95,0.006,0.43
95,0.01,0.49
95,0.02,0.58
95,0.063,0.76
95,0.125,0.79
95,0.25,0.82
95,0.5,0.87
95,1,0.95
95,2,1
96,0.002,0.31
96,0.006,0.36
96,0.01,0.38
96,0.02,0.42
96,0.063,0.48
96,0.125,0.5
96,0.25,0.53
96,0.5,0.68
96,1,0.88
96,2,1
97,0.002,0.24
97,0.006,0.38
97,0.01,0.46
97,0.02,0.59
97,0.063,0.89
97,0.125,0.94
97,0.25,0.97
97,0.5,0.99
97,1,1
97,2,1
98,0.002,0.28
98,0.006,0.41
98,0.01,0.49
98,0.02,0.61
98,0.063,0.89
98,0.125,0.94
98,0.25,0.96
98,0.5,0.98
98,1,0.99
98,2,1
99,0.002,0.29
99,0.006,0.4
99,0.01,0.49
99,0.02,0.6
99,0.063,0.88
99,0.125,0.93
99,0.25,0.95
99,0.5,0.98
99,1,0.99
99,2,1
100,0.002,0.31
100,0.006,0.43
100,0.01,0.5
100,0.02,0.58
100,0.063,0.85
100,0.125,0.9
100,0.25,0.93
100,0.5,0.96
100,1,0.98
100,2,1
101,0.002,0.15
101,0.006,0.21
101,0.01,0.25
101,0.02,0.33
101,0.063,0.49
101,0.125,0.54
101,0.25,0.59
101,0.5,0.66
101,1,0.78
101,2,1
102,0.002,0.06
102,0.006,0.1
102,0.01,0.11
102,0.02,0.11
102,0.063,0.17
102,0.125,0.19
102,0.25,0.24
102,0.5,0.45
102,1,0.74
102,2,1
103,0.002,0.22
103,0.006,0.35
103,0.01,0.42
103,0.02,0.52
103,0.063,0.86
103,0.125,0.92
103,0.25,0.94
103,0.5,0.97
103,1,0.99
103,2,1
104,0.002,0.25
104,0.006,0.38
104,0.01,0.46
104,0.02,0.58
104,0.063,0.86
104,0.125,0.91
104,0.25,0.93
104,0.5,0.96
104,1,0.99
104,2,1
105,0.002,0.23
105,0.006,0.36
105,0.01,0.44
105,0.02,0.56
105,0.063,0.84
105,0.125,0.89
105,0.25,0.92
105,0.5,0.95
105,1,0.98
105,2,1
106,0.002,0.28
106,0.006,0.41
106,0.01,0.47
106,0.02,0.54
106,0.063,0.8
106,0.125,0.85
106,0.25,0.89
106,0.5,0.93
106,1,0.96
106,2,1
107,0.002,0.16
107,0.006,0.22
107,0.01,0.24
107,0.02,0.28
107,0.063,0.39
107,0.125,0.43
107,0.25,0.46
107,0.5,0.55
107,1,0.75
107,2,1
108,0.002,0.07
108,0.006,0.11
108,0.01,0.12
108,0.02,0.13
108,0.063,0.16
108,0.125,0.19
108,0.25,0.24
108,0.5,0.43
108,1,0.75
108,2,1
109,0.002,0.25
109,0.006,0.36
109,0.01,0.43
109,0.02,0.53
109,0.063,0.77
109,0.125,0.83
109,0.25,0.91
109,0.5,0.97
109,1,0.99
109,2,1
110,0.002,0.33
110,0.006,0.42
110,0.01,0.47
110,0.02,0.58
110,0.063,0.78
110,0.125,0.84
110,0.25,0.92
110,0.5,0.97
110,1,0.99
110,2,1
111,0.002,0.27
111,0.006,0.37
111,0.01,0.43
111,0.02,0.53
111,0.063,0.74
111,0.125,0.81
111,0.25,0.89
111,0.5,0.96
111,1,0.98
111,2,1
112,0.002,0.29
112,0.006,0.38
112,0.01,0.42
112,0.02,0.5
112,0.063,0.65
112,0.125,0.72
112,0.25,0.81
112,0.5,0.89
112,1,0.94
112,2,1
113,0.002,0.11
113,0.006,0.16
113,0.01,0.18
113,0.02,0.21
113,0.063,0.32
113,0.125,0.38
113,0.25,0.5
113,0.5,0.67
113,1,0.81
113,2,1
114,0.002,0.06
114,0.006,0.08
114,0.01,0.08
114,0.02,0.1
114,0.063,0.15
114,0.125,0.21
114,0.25,0.31
114,0.5,0.52
114,1,0.75
114,2,1
115,0.002,0.26
115,0.006,0.36
115,0.01,0.43
115,0.02,0.54
115,0.063,0.76
115,0.125,0.83
115,0.25,0.9
115,0.5,0.96
115,1,0.99
115,2,1
116,0.002,0.24
116,0.006,0.34
116,0.01,0.4
116,0.02,0.52
116,0.063,0.74
116,0.125,0.81
116,0.25,0.89
116,0.5,0.96
116,1,0.98
116,2,1
117,0.002,0.23
117,0.006,0.3
117,0.01,0.34
117,0.02,0.41
117,0.063,0.58
117,0.125,0.65
117,0.25,0.71
117,0.5,0.78
117,1,0.86
117,2,1
118,0.002,0.09
118,0.006,0.13
118,0.01,0.14
118,0.02,0.16
118,0.063,0.25
118,0.125,0.31
118,0.25,0.42
118,0.5,0.63
118,1,0.8
118,2,1
119,0.002,0.04
119,0.006,0.05
119,0.01,0.05
119,0.02,0.06
119,0.063,0.11
119,0.125,0.15
119,0.25,0.27
119,0.5,0.57
119,1,0.79
119,2,1
120,0.002,0.04
120,0.006,0.05
120,0.01,0.05
120,0.02,0.07
120,0.063,0.12
120,0.125,0.2
120,0.25,0.44
120,0.5,0.79
120,1,0.91
120,2,1
121,0.002,0.25
121,0.006,0.36
121,0.01,0.42
121,0.02,0.54
121,0.063,0.81
121,0.125,0.89
121,0.25,0.93
121,0.5,0.98
121,1,0.99
121,2,1
122,0.002,0.27
122,0.006,0.38
122,0.01,0.44
122,0.02,0.56
122,0.063,0.82
122,0.125,0.89
122,0.25,0.93
122,0.5,0.97
122,1,0.99
122,2,1
123,0.002,0.29
123,0.006,0.39
123,0.01,0.46
123,0.02,0.57
123,0.063,0.82
123,0.125,0.88
123,0.25,0.93
123,0.5,0.97
123,1,0.99
123,2,1
124,0.002,0.29
124,0.006,0.38
124,0.01,0.44
124,0.02,0.57
124,0.063,0.82
124,0.125,0.89
124,0.25,0.93
124,0.5,0.98
124,1,0.99
124,2,1
125,0.002,0.34
125,0.006,0.42
125,0.01,0.47
125,0.02,0.56
125,0.063,0.76
125,0.125,0.83
125,0.25,0.88
125,0.5,0.94
125,1,0.97
125,2,1
126,0.002,0.08
126,0.006,0.11
126,0.01,0.14
126,0.02,0.19
126,0.063,0.3
126,0.125,0.36
126,0.25,0.43
126,0.5,0.61
126,1,0.78
126,2,1
127,0.002,0.27
127,0.006,0.39
127,0.01,0.45
127,0.02,0.58
127,0.063,0.83
127,0.125,0.91
127,0.25,0.95
127,0.5,0.98
127,1,0.99
127,2,1
128,0.002,0.25
128,0.006,0.36
128,0.01,0.41
128,0.02,0.54
128,0.063,0.82
128,0.125,0.9
128,0.25,0.94
128,0.5,0.98
128,1,0.99
128,2,1
129,0.002,0.28
129,0.006,0.38
129,0.01,0.42
129,0.02,0.54
129,0.063,0.81
129,0.125,0.88
129,0.25,0.92
129,0.5,0.95
129,1,0.97
129,2,1
130,0.002,0.19
130,0.006,0.24
130,0.01,0.29
130,0.02,0.36
130,0.063,0.53
130,0.125,0.61
130,0.25,0.7
130,0.5,0.8
130,1,0.88
130,2,1
131,0.002,0.1
131,0.006,0.12
131,0.01,0.13
131,0.02,0.16
131,0.063,0.24
131,0.125,0.36
131,0.25,0.57
131,0.5,0.79
131,1,0.88
131,2,1
132,0.002,0.05
132,0.006,0.06
132,0.01,0.06
132,0.02,0.09
132,0.063,0.14
132,0.125,0.23
132,0.25,0.41
132,0.5,0.67
132,1,0.81
132,2,1
133,0.002,0.29
133,0.006,0.45
133,0.01,0.52
133,0.02,0.62
133,0.063,0.86
133,0.125,0.92
133,0.25,0.96
133,0.5,0.98
133,1,0.99
133,2,1
134,0.002,0.33
134,0.006,0.46
134,0.01,0.51
134,0.02,0.61
134,0.063,0.86
134,0.125,0.92
134,0.25,0.96
134,0.5,0.98
134,1,0.99
134,2,1
135,0.002,0.36
135,0.006,0.49
135,0.01,0.54
135,0.02,0.65
135,0.063,0.86
135,0.125,0.92
135,0.25,0.96
135,0.5,0.98
135,1,0.99
135,2,1
136,0.002,0.39
136,0.006,0.51
136,0.01,0.56
136,0.02,0.65
136,0.063,0.86
136,0.125,0.92
136,0.25,0.96
136,0.5,0.98
136,1,0.99
136,2,1
137,0.002,0.45
137,0.006,0.56
137,0.01,0.6
137,0.02,0.67
137,0.063,0.83
137,0.125,0.89
137,0.25,0.94
137,0.5,0.97
137,1,0.99
137,2,1
138,0.002,0.46
138,0.006,0.57
138,0.01,0.62
138,0.02,0.67
138,0.063,0.81
138,0.125,0.88
138,0.25,0.92
138,0.5,0.96
138,1,0.98
138,2,1
139,0.002,0.27
139,0.006,0.43
139,0.01,0.48
139,0.02,0.6
139,0.063,0.85
139,0.125,0.91
139,0.25,0.96
139,0.5,0.98
139,1,1
139,2,1
140,0.002,0.31
140,0.006,0.44
140,0.01,0.48
140,0.02,0.59
140,0.063,0.84
140,0.125,0.91
140,0.25,0.95
140,0.5,0.98
140,1,0.99
140,2,1
141,0.002,0.27
141,0.006,0.42
141,0.01,0.47
141,0.02,0.57
141,0.063,0.84
141,0.125,0.9
141,0.25,0.95
141,0.5,0.98
141,1,0.99
141,2,1
142,0.002,0.33
142,0.006,0.45
142,0.01,0.5
142,0.02,0.63
142,0.063,0.84
142,0.125,0.9
142,0.25,0.94
142,0.5,0.98
142,1,0.99
142,2,1
143,0.002,0.25
143,0.006,0.32
143,0.01,0.36
143,0.02,0.41
143,0.063,0.56
143,0.125,0.63
143,0.25,0.73
143,0.5,0.85
143,1,0.91
143,2,1
144,0.002,0.14
144,0.006,0.15
144,0.01,0.18
144,0.02,0.18
144,0.063,0.23
144,0.125,0.27
144,0.25,0.45
144,0.5,0.82
144,1,0.92
144,2,1
145,0.002,0.29
145,0.006,0.41
145,0.01,0.47
145,0.02,0.6
145,0.063,0.82
145,0.125,0.89
145,0.25,0.93
145,0.5,0.97
145,1,0.99
145,2,1
146,0.002,0.3
146,0.006,0.41
146,0.01,0.48
146,0.02,0.58
146,0.063,0.82
146,0.125,0.89
146,0.25,0.94
146,0.5,0.97
146,1,0.99
146,2,1
147,0.002,0.28
147,0.006,0.36
147,0.01,0.4
147,0.02,0.54
147,0.063,0.77
147,0.125,0.85
147,0.25,0.89
147,0.5,0.93
147,1,0.96
147,2,1
148,0.002,0.13
148,0.006,0.2
148,0.01,0.21
148,0.02,0.33
148,0.063,0.58
148,0.125,0.67
148,0.25,0.75
148,0.5,0.84
148,1,0.9
148,2,1
149,0.002,0.06
149,0.006,0.1
149,0.01,0.1
149,0.02,0.15
149,0.063,0.25
149,0.125,0.32
149,0.25,0.43
149,0.5,0.62
149,1,0.76
149,2,1
150,0.002,0.05
150,0.006,0.05
150,0.01,0.06
150,0.02,0.09
