Ψm_A,σ_A,,Ψm_B,σ_B,,Ψm_C,σ_C,,Ψm_D,σ_D,,Ψm_E,σ_E,,Ψm_F,σ_F,,Ψm_G,σ_G,,Ψm_H,σ_H,,Ψm_I,σ_I,,Ψm_J,σ_J
7209.27957,3.0426,,7365.22016,3.18608,,9094.32722,3.019,,9217.21858,2.99926,,1.46E+06,3.96321,,27794.01475,2.64333,,27018.88238,2.6339,,7615.71521,3.16797,,6763.63626,2.17224,,7627.94471,3.00259
55832.59497,3.58279,,9956.81077,3.04329,,9692.6312,3.29906,,8108.58768,3.16636,,71422.55739,2.95793,,17326.83005,2.48581,,21738.79874,2.22104,,21738.79916,2.22104,,47926.33143,2.82495,,47535.06636,2.89151
56402.27503,3.33653,,8037.20276,2.58047,,6808.75818,2.57917,,6659.46278,2.58309,,68212.71571,2.9426,,13524.05287,2.40321,,14954.58907,2.29657,,14954.58943,2.29657,,22952.44036,2.57953,,50672.51188,3.37919
13888.51511,3.95294,,4839.71768,2.57,,6075.73436,2.48645,,6058.03934,2.47867,,11975.33175,2.36267,,11657.38158,2.3537,,10891.54394,2.33105,,6958.78104,2.44864,,5966.11017,2.13042,,6065.43377,2.18096
2091.62625,3.99324,,1063.84936,3.68853,,8332.51896,2.58245,,7742.79619,2.54876,,6019.58872,2.1334,,15295.95799,2.44425,,14494.66803,2.42632,,4705.5271,2.69383,,4204.39529,2.01377,,4758.62013,2.72725
20151.26798,3.99462,,18382.96842,3.99853,,17552.05525,3.81276,,15393.32873,4,,1.63E+06,4,,56995.13614,2.88271,,44999.25347,2.80394,,15287.64513,4,,25542.81932,2.61518,,15287.6543,4
57104.36945,3.42468,,17469.02342,2.34766,,6694.40156,2.65368,,6758.32332,2.65202,,66985.11721,2.93655,,13331.35409,2.39843,,30778.08931,2.05625,,30778.08909,2.05625,,59220.07275,2.53128,,59220.06304,2.53128
68241.38348,3.47314,,14139.8833,2.41163,,11011.16059,2.35044,,11011.23973,2.35044,,30344.66554,2.65047,,11264.22011,2.34227,,19339.67971,2.1307,,19339.6796,2.1307,,43619.03217,2.79355,,43593.26566,2.79853
50725.62606,3.13626,,10735.50096,2.3671,,8363.64991,2.44476,,7957.40876,2.45827,,60610.22348,2.90321,,12066.71088,2.36521,,22194.08105,2.10016,,22194.08109,2.10016,,22379.02155,2.10724,,22379.96487,2.10726
6249.80626,3.97651,,6915.35094,2.39146,,6863.43271,2.39224,,6556.68481,2.37175,,11178.26921,2.33971,,10133.22958,2.307,,9778.00275,2.2951,,6898.55332,2.36928,,7254.21487,2.19558,,23313.33487,4
44119.44587,3.04538,,9681.10265,2.5874,,10993.63074,2.56921,,11061.40019,2.56184,,130937.0866,3.15996,,17714.80155,2.49319,,17014.45788,2.47974,,16988.34246,2.48003,,21302.22039,2.55466,,131442.3701,4
24457.6337,3.2216,,18397.47752,3.12583,,16748.29185,3.40017,,16076.27758,3.58808,,1.48E+06,3.96944,,42405.00556,2.78415,,35746.21117,2.7272,,20352.8808,2.99914,,19780.05221,2.52995,,18400.5442,2.89882
7447.41995,2.4548,,7295.44326,2.3186,,6143.961,2.34101,,6138.70061,2.33501,,11945.2924,2.36184,,8947.85184,2.26553,,8509.3915,2.24878,,7547.98537,2.28324,,7357.78653,2.20031,,7999.3426,2.3754
6376.57956,1.75355,,20853.11708,2.05591,,12005.14278,1.99174,,10989.44787,1.97129,,2981.35898,1.62587,,10989.31307,1.97129,,7182.98374,2.1923,,4574.20285,2.33221,,4121.07561,2.00709,,4604.35287,2.33965
41978.00224,2.05647,,24006.73383,1.93059,,20342.00821,1.96053,,19965.99907,1.95345,,36182.9287,2.0857,,19965.94679,1.95345,,25501.55279,1.84711,,31685.31753,1.71392,,39241.10237,1.99077,,40000.63509,1.89325
53894.98084,3.55192,,11813.902,3.03226,,13844.70794,2.44478,,13226.22786,2.43529,,10210.47511,2.30953,,14165.03464,2.41865,,14510.62793,2.42668,,10477.79689,2.59175,,11446.90382,2.34763,,35943.91378,3.54171
23498.61634,3.15811,,11308.28721,2.44671,,10119.39931,2.37356,,9737.16311,2.36404,,8366.94345,2.24315,,11133.38822,2.33837,,11121.17435,2.33801,,7585.48285,2.47186,,7727.77529,2.21666,,15598.14013,3.28711
7842.55888,2.18791,,5586.75265,1.98958,,4960.39417,2.02108,,4906.63419,2.02725,,7733.56734,2.16602,,4906.65388,2.02725,,6854.857,1.85532,,6854.857,1.85532,,7088.69511,1.90784,,7088.69898,1.90783
