sample_id,pit,loc,depth,depth.class,Id,Diameter[mm],Cumul_Psd
1808-70,5,Prox,15,15,PP18-0687,1,1
1808-70,5,Prox,15,15,PP18-0687,2,1
1808-72,5,Prox,30,30,PP18-0688,0.002,0.28
1808-72,5,Prox,30,30,PP18-0688,0.006,0.37
1808-72,5,Prox,30,30,PP18-0688,0.01,0.45
1808-72,5,Prox,30,30,PP18-0688,0.02,0.61
1808-72,5,Prox,30,30,PP18-0688,0.063,0.95
1808-72,5,Prox,30,30,PP18-0688,0.125,0.99
1808-72,5,Prox,30,30,PP18-0688,0.25,1
1808-72,5,Prox,30,30,PP18-0688,0.5,1
1808-72,5,Prox,30,30,PP18-0688,1,1
1808-72,5,Prox,30,30,PP18-0688,2,1
1808-74,5,Prox,45,45,PP18-0689,0.002,0.31
1808-74,5,Prox,45,45,PP18-0689,0.006,0.4
1808-74,5,Prox,45,45,PP18-0689,0.01,0.47
1808-74,5,Prox,45,45,PP18-0689,0.02,0.63
1808-74,5,Prox,45,45,PP18-0689,0.063,0.95
1808-74,5,Prox,45,45,PP18-0689,0.125,1
1808-74,5,Prox,45,45,PP18-0689,0.25,1
1808-74,5,Prox,45,45,PP18-0689,0.5,1
1808-74,5,Prox,45,45,PP18-0689,1,1
1808-74,5,Prox,45,45,PP18-0689,2,1
1808-76,5,Prox,60,60,PP18-0690,0.002,0.34
1808-76,5,Prox,60,60,PP18-0690,0.006,0.43
1808-76,5,Prox,60,60,PP18-0690,0.01,0.5
1808-76,5,Prox,60,60,PP18-0690,0.02,0.64
1808-76,5,Prox,60,60,PP18-0690,0.063,0.95
1808-76,5,Prox,60,60,PP18-0690,0.125,1
1808-76,5,Prox,60,60,PP18-0690,0.25,1
1808-76,5,Prox,60,60,PP18-0690,0.5,1
1808-76,5,Prox,60,60,PP18-0690,1,1
1808-76,5,Prox,60,60,PP18-0690,2,1
1808-78,5,Prox,85,80,PP18-0691,0.002,0.37
1808-78,5,Prox,85,80,PP18-0691,0.006,0.45
1808-78,5,Prox,85,80,PP18-0691,0.01,0.52
1808-78,5,Prox,85,80,PP18-0691,0.02,0.66
1808-78,5,Prox,85,80,PP18-0691,0.063,0.96
1808-78,5,Prox,85,80,PP18-0691,0.125,1
1808-78,5,Prox,85,80,PP18-0691,0.25,1
1808-78,5,Prox,85,80,PP18-0691,0.5,1
1808-78,5,Prox,85,80,PP18-0691,1,1
1808-78,5,Prox,85,80,PP18-0691,2,1
1808-90,6,Dist,15,15,PP18-0692,0.002,0.25
1808-90,6,Dist,15,15,PP18-0692,0.006,0.35
1808-90,6,Dist,15,15,PP18-0692,0.01,0.42
1808-90,6,Dist,15,15,PP18-0692,0.02,0.57
1808-90,6,Dist,15,15,PP18-0692,0.063,0.94
1808-90,6,Dist,15,15,PP18-0692,0.125,0.98
1808-90,6,Dist,15,15,PP18-0692,0.25,0.99
1808-90,6,Dist,15,15,PP18-0692,0.5,0.99
1808-90,6,Dist,15,15,PP18-0692,1,1
1808-90,6,Dist,15,15,PP18-0692,2,1
1808-92,6,Dist,30,30,PP18-0693,0.002,0.25
1808-92,6,Dist,30,30,PP18-0693,0.006,0.35
1808-92,6,Dist,30,30,PP18-0693,0.01,0.42
1808-92,6,Dist,30,30,PP18-0693,0.02,0.58
1808-92,6,Dist,30,30,PP18-0693,0.063,0.94
1808-92,6,Dist,30,30,PP18-0693,0.125,0.99
1808-92,6,Dist,30,30,PP18-0693,0.25,1
1808-92,6,Dist,30,30,PP18-0693,0.5,1
1808-92,6,Dist,30,30,PP18-0693,1,1
1808-92,6,Dist,30,30,PP18-0693,2,1
1808-94,6,Dist,45,45,PP18-0694,0.002,0.25
1808-94,6,Dist,45,45,PP18-0694,0.006,0.35
1808-94,6,Dist,45,45,PP18-0694,0.01,0.43
1808-94,6,Dist,45,45,PP18-0694,0.02,0.59
1808-94,6,Dist,45,45,PP18-0694,0.063,0.94
1808-94,6,Dist,45,45,PP18-0694,0.125,0.99
1808-94,6,Dist,45,45,PP18-0694,0.25,1
1808-94,6,Dist,45,45,PP18-0694,0.5,1
1808-94,6,Dist,45,45,PP18-0694,1,1
1808-94,6,Dist,45,45,PP18-0694,2,1
1808-96,6,Dist,60,60,PP18-0695,0.002,0.33
1808-96,6,Dist,60,60,PP18-0695,0.006,0.41
1808-96,6,Dist,60,60,PP18-0695,0.01,0.47
1808-96,6,Dist,60,60,PP18-0695,0.02,0.61
1808-96,6,Dist,60,60,PP18-0695,0.063,0.94
1808-96,6,Dist,60,60,PP18-0695,0.125,0.99
1808-96,6,Dist,60,60,PP18-0695,0.25,1
1808-96,6,Dist,60,60,PP18-0695,0.5,1
1808-96,6,Dist,60,60,PP18-0695,1,1
1808-96,6,Dist,60,60,PP18-0695,2,1
1808-98,6,Dist,75,80,PP18-0696,0.002,0.34
1808-98,6,Dist,75,80,PP18-0696,0.006,0.42
1808-98,6,Dist,75,80,PP18-0696,0.01,0.49
1808-98,6,Dist,75,80,PP18-0696,0.02,0.65
1808-98,6,Dist,75,80,PP18-0696,0.063,0.95
1808-98,6,Dist,75,80,PP18-0696,0.125,0.99
1808-98,6,Dist,75,80,PP18-0696,0.25,1
1808-98,6,Dist,75,80,PP18-0696,0.5,1
1808-98,6,Dist,75,80,PP18-0696,1,1
1808-98,6,Dist,75,80,PP18-0696,2,1
1808-100,6,Prox,15,15,PP18-0697,0.002,0.25
1808-100,6,Prox,15,15,PP18-0697,0.006,0.36
1808-100,6,Prox,15,15,PP18-0697,0.01,0.42
1808-100,6,Prox,15,15,PP18-0697,0.02,0.6
1808-100,6,Prox,15,15,PP18-0697,0.063,0.94
1808-100,6,Prox,15,15,PP18-0697,0.125,0.98
1808-100,6,Prox,15,15,PP18-0697,0.25,0.99
1808-100,6,Prox,15,15,PP18-0697,0.5,0.99
1808-100,6,Prox,15,15,PP18-0697,1,1
1808-100,6,Prox,15,15,PP18-0697,2,1
1808-102,6,Prox,30,30,PP18-0698,0.002,0.26
1808-102,6,Prox,30,30,PP18-0698,0.006,0.36
1808-102,6,Prox,30,30,PP18-0698,0.01,0.43
1808-102,6,Prox,30,30,PP18-0698,0.02,0.6
1808-102,6,Prox,30,30,PP18-0698,0.063,0.95
1808-102,6,Prox,30,30,PP18-0698,0.125,0.99
1808-102,6,Prox,30,30,PP18-0698,0.25,1
1808-102,6,Prox,30,30,PP18-0698,0.5,1
1808-102,6,Prox,30,30,PP18-0698,1,1
1808-102,6,Prox,30,30,PP18-0698,2,1
1808-104,6,Prox,45,45,PP18-0699,0.002,0.32
1808-104,6,Prox,45,45,PP18-0699,0.006,0.41
1808-104,6,Prox,45,45,PP18-0699,0.01,0.48
1808-104,6,Prox,45,45,PP18-0699,0.02,0.62
1808-104,6,Prox,45,45,PP18-0699,0.063,0.93
1808-104,6,Prox,45,45,PP18-0699,0.125,0.99
1808-104,6,Prox,45,45,PP18-0699,0.25,1
1808-104,6,Prox,45,45,PP18-0699,0.5,1
1808-104,6,Prox,45,45,PP18-0699,1,1
1808-104,6,Prox,45,45,PP18-0699,2,1
1808-106,6,Prox,60,60,PP18-0700,0.002,0.33
1808-106,6,Prox,60,60,PP18-0700,0.006,0.42
1808-106,6,Prox,60,60,PP18-0700,0.01,0.48
1808-106,6,Prox,60,60,PP18-0700,0.02,0.62
1808-106,6,Prox,60,60,PP18-0700,0.063,0.93
1808-106,6,Prox,60,60,PP18-0700,0.125,0.99
1808-106,6,Prox,60,60,PP18-0700,0.25,1
1808-106,6,Prox,60,60,PP18-0700,0.5,1
1808-106,6,Prox,60,60,PP18-0700,1,1
1808-106,6,Prox,60,60,PP18-0700,2,1
1808-108,6,Prox,75,80,PP18-0701,0.002,0.34
1808-108,6,Prox,75,80,PP18-0701,0.006,0.43
1808-108,6,Prox,75,80,PP18-0701,0.01,0.49
1808-108,6,Prox,75,80,PP18-0701,0.02,0.64
1808-108,6,Prox,75,80,PP18-0701,0.063,0.95
1808-108,6,Prox,75,80,PP18-0701,0.125,0.99
1808-108,6,Prox,75,80,PP18-0701,0.25,1
1808-108,6,Prox,75,80,PP18-0701,0.5,1
1808-108,6,Prox,75,80,PP18-0701,1,1
1808-108,6,Prox,75,80,PP18-0701,2,1
