Id,H[mm],Theta
11183128190071011,10000,0.487
11183128190071011,150000,0.186
11183128190071012,0,0.528
11183128190071012,500,0.433
11183128190071012,1000,0.413
11183128190071012,2000,0.398
11183128190071012,4000,0.379
11183128190071012,10000,0.353
11183128190071012,150000,0.244
11183128190071013,0,0.504
11183128190071013,500,0.46
11183128190071013,1000,0.439
11183128190071013,2000,0.424
11183128190071013,4000,0.404
11183128190071013,10000,0.379
11183128190071013,150000,0.243
11192229000051011,0,0.821
11192229000051011,1000,0.636
11192229000051011,10000,0.487
11192229000051011,150000,0.186
11192229000051012,0,0.821
11192229000051012,1000,0.636
11192229000051012,10000,0.487
11192229000051012,150000,0.186
11192229000051013,0,0.398
11192229000051013,500,0.352
11192229000051013,1000,0.33
11192229000051013,2000,0.307
11192229000051013,4000,0.286
11192229000051013,10000,0.258
11192229000051013,150000,0.124
11192229000081011,0,0.821
11192229000081011,1000,0.636
11192229000081011,10000,0.487
11192229000081011,150000,0.186
11192229000081012,0,0.821
11192229000081012,1000,0.636
11192229000081012,10000,0.487
11192229000081012,150000,0.186
11192229000081013,0,0.456
11192229000081013,500,0.445
11192229000081013,1000,0.434
11192229000081013,2000,0.423
11192229000081013,4000,0.409
11192229000081013,10000,0.386
11192229000081013,150000,0.2
11192429000091011,0,0.436
11192429000091011,500,0.385
11192429000091011,1000,0.332
11192429000091011,2000,0.297
11192429000091011,4000,0.27
11192429000091011,10000,0.239
11192429000091011,150000,0.086
11192429000091012,0,0.398
11192429000091012,500,0.341
11192429000091012,1000,0.287
11192429000091012,2000,0.25
11192429000091012,4000,0.219
11192429000091012,10000,0.189
11192429000091012,150000,0.083
11192429000091013,0,0.399
11192429000091013,500,0.279
11192429000091013,1000,0.229
11192429000091013,2000,0.179
11192429000091013,4000,0.145
11192429000091013,10000,0.109
11192429000091013,150000,0.083
11192815000011011,0,0.478
11192815000011011,500,0.4
11192815000011011,1000,0.373
11192815000011011,2000,0.34
11192815000011011,4000,0.309
11192815000011011,10000,0.263
11192815000011011,150000,0.15
11192815000011012,0,0.41
11192815000011012,500,0.328
11192815000011012,1000,0.305
11192815000011012,2000,0.278
11192815000011012,4000,0.251
11192815000011012,10000,0.213
11192815000011012,150000,0.136
11192815000011013,0,0.385
11192815000011013,500,0.317
11192815000011013,1000,0.296
11192815000011013,2000,0.271
11192815000011013,4000,0.245
11192815000011013,10000,0.205
11192815000011013,150000,0.133
11222311000011011,0,0.507
11222311000011011,500,0.473
11222311000011011,1000,0.464
11222311000011011,2000,0.452
11222311000011011,4000,0.444
11222311000011011,10000,0.429
11222311000011011,150000,0.379
11222311000011012,0,0.494
11222311000011012,500,0.488
11222311000011012,1000,0.484
11222311000011012,2000,0.478
11222311000011012,4000,0.472
11222311000011012,10000,0.461
11222311000011012,150000,0.434
11222311000011013,0,0.539
11222311000011013,500,0.534
11222311000011013,1000,0.531
11222311000011013,2000,0.526
11222311000011013,4000,0.523
11222311000011013,10000,0.515
11222311000011013,150000,0.498
11241428000121011,0,0.821
11241428000121011,1000,0.636
11241428000121011,10000,0.487
11241428000121011,150000,0.186
11241428000121012,0,0.821
11241428000121012,1000,0.636
11241428000121012,10000,0.487
11241428000121012,150000,0.186
11241428000121013,0,0.468
11241428000121013,500,0.454
11241428000121013,1000,0.445
11241428000121013,2000,0.437
11241428000121013,4000,0.424
11241428000121013,10000,0.404
11241428000121013,150000,0.217
11242411000051031,0,0.461
11242411000051031,500,0.289
11242411000051031,1000,0.238
11242411000051031,2000,0.207
11242411000051031,4000,0.187
11242411000051031,10000,0.165
11242411000051031,150000,0.087
11242411000051032,0,0.435
11242411000051032,500,0.294
11242411000051032,1000,0.227
11242411000051032,2000,0.19
11242411000051032,4000,0.167
11242411000051032,10000,0.143
11242411000051032,150000,0.077
11242411000061011,0,0.422
11242411000061011,500,0.324
11242411000061011,1000,0.262
11242411000061011,2000,0.215
11242411000061011,4000,0.184
11242411000061011,10000,0.148
11242411000061011,150000,0.077
11242411000061012,0,0.4
11242411000061012,500,0.298
11242411000061012,1000,0.238
11242411000061012,2000,0.189
11242411000061012,4000,0.156
11242411000061012,10000,0.121
11242411000061012,150000,0.075
11242411000061013,0,0.415
11242411000061013,500,0.27
11242411000061013,1000,0.206
11242411000061013,2000,0.177
11242411000061013,4000,0.159
11242411000061013,10000,0.14
11242411000061013,150000,0.078
11242411000071011,0,0.447
11242411000071011,500,0.397
11242411000071011,1000,0.356
11242411000071011,2000,0.328
11242411000071011,4000,0.302
11242411000071011,10000,0.273
11242411000071011,150000,0.102
11242411000071012,0,0.407
11242411000071012,500,0.348
11242411000071012,1000,0.306
11242411000071012,2000,0.277
11242411000071012,4000,0.248
11242411000071012,10000,0.218
11242411000071012,150000,0.099
11242411000071013,0,0.426
11242411000071013,500,0.29
11242411000071013,1000,0.224
11242411000071013,2000,0.19
11242411000071013,4000,0.169
11242411000071013,10000,0.146
11242411000071013,150000,0.079
11242411000091011,0,0.423
11242411000091011,500,0.34
11242411000091011,1000,0.276
11242411000091011,2000,0.229
11242411000091011,4000,0.199
11242411000091011,10000,0.164
11242411000091011,150000,0.075
11242411000091012,0,0.43
11242411000091012,500,0.282
11242411000091012,1000,0.22
11242411000091012,2000,0.187
11242411000091012,4000,0.166
11242411000091012,10000,0.144
11242411000091012,150000,0.08
11261124000061011,0,0.551
11261124000061011,500,0.457
11261124000061011,1000,0.441
11261124000061011,2000,0.428
11261124000061011,4000,0.414
11261124000061011,10000,0.395
11261124000061011,150000,0.262
11261124000061012,0,0.434
11261124000061012,500,0.38
11261124000061012,1000,0.292
11261124000061012,2000,0.245
11261124000061012,4000,0.215
11261124000061012,10000,0.185
11261124000061012,150000,0.052
11261124000072011,0,0.502
11261124000072011,500,0.418
11261124000072011,1000,0.399
11261124000072011,2000,0.385
11261124000072011,4000,0.371
11261124000072011,10000,0.351
11261124000072011,150000,0.234
11261124000072012,0,0.46
11261124000072012,500,0.421
11261124000072012,1000,0.398
11261124000072012,2000,0.384
11261124000072012,4000,0.366
11261124000072012,10000,0.345
11261124000072012,150000,0.232
11261124000072013,0,0.43
11261124000072013,500,0.343
11261124000072013,1000,0.21
11261124000072013,2000,0.166
11261124000072013,4000,0.136
11261124000072013,10000,0.112
11261124000072013,150000,0.034
11261128000021011,0,0.574
11261128000021011,500,0.498
11261128000021011,1000,0.477
11261128000021011,2000,0.456
11261128000021011,4000,0.433
11261128000021011,10000,0.407
11261128000021011,150000,0.244
11261128000021012,0,0.497
11261128000021012,500,0.455
11261128000021012,1000,0.442
11261128000021012,2000,0.429
11261128000021012,4000,0.413
11261128000021012,10000,0.393
11261128000021012,150000,0.296
11261128000021013,0,0.502
11261128000021013,500,0.486
11261128000021013,1000,0.48
11261128000021013,2000,0.472
11261128000021013,4000,0.462
11261128000021013,10000,0.447
11261128000021013,150000,0.375
11261128000061011,0,0.557
11261128000061011,500,0.478
11261128000061011,1000,0.454
11261128000061011,2000,0.431
11261128000061011,4000,0.409
11261128000061011,10000,0.383
11261128000061011,150000,0.239
11261128000061012,0,0.526
11261128000061012,500,0.452
11261128000061012,1000,0.432
11261128000061012,2000,0.414
11261128000061012,4000,0.394
11261128000061012,10000,0.371
11261128000061012,150000,0.251
11261128000061013,0,0.476
11261128000061013,500,0.451
11261128000061013,1000,0.44
11261128000061013,2000,0.429
11261128000061013,4000,0.414
11261128000061013,10000,0.393
11261128000061013,150000,0.292
11261128000061014,0,0.459
11261128000061014,500,0.452
11261128000061014,1000,0.445
11261128000061014,2000,0.436
11261128000061014,4000,0.424
11261128000061014,10000,0.408
11261128000061014,150000,0.308
11261128000071011,0,0.569
11261128000071011,500,0.497
11261128000071011,1000,0.473
11261128000071011,2000,0.449
11261128000071011,4000,0.426
11261128000071011,10000,0.399
11261128000071011,150000,0.235
11261128000071012,0,0.543
11261128000071012,500,0.467
11261128000071012,1000,0.446
11261128000071012,2000,0.426
11261128000071012,4000,0.405
11261128000071012,10000,0.38
11261128000071012,150000,0.245
11261128000071013,0,0.484
11261128000071013,500,0.446
11261128000071013,1000,0.434
11261128000071013,2000,0.421
11261128000071013,4000,0.405
11261128000071013,10000,0.383
11261128000071013,150000,0.291
11261128000071014,0,0.469
11261128000071014,500,0.457
11261128000071014,1000,0.449
11261128000071014,2000,0.439
11261128000071014,4000,0.424
11261128000071014,10000,0.406
11261128000071014,150000,0.301
11261128000081011,0,0.574
11261128000081011,500,0.498
11261128000081011,1000,0.477
11261128000081011,2000,0.456
11261128000081011,4000,0.433
11261128000081011,10000,0.407
11261128000081011,150000,0.244
11261128000081012,0,0.498
11261128000081012,500,0.456
11261128000081012,1000,0.442
11261128000081012,2000,0.429
11261128000081012,4000,0.413
11261128000081012,10000,0.393
11261128000081012,150000,0.295
11261128000081013,0,0.49
11261128000081013,500,0.485
11261128000081013,1000,0.479
11261128000081013,2000,0.471
11261128000081013,4000,0.46
11261128000081013,10000,0.445
11261128000081013,150000,0.372
11261128000081014,0,0.479
11261128000081014,500,0.462
11261128000081014,1000,0.452
11261128000081014,2000,0.442
11261128000081014,4000,0.43
11261128000081014,10000,0.415
11261128000081014,150000,0.337
11281124000131011,0,0.492
11281124000131011,500,0.356
11281124000131011,1000,0.299
11281124000131011,2000,0.264
11281124000131011,4000,0.242
11281124000131011,10000,0.22
11281124000131011,150000,0.138
11281124000131012,0,0.416
11281124000131012,500,0.303
11281124000131012,1000,0.25
11281124000131012,2000,0.216
11281124000131012,4000,0.195
11281124000131012,10000,0.174
11281124000131012,150000,0.11
11281124000131013,0,0.372
11281124000131013,500,0.246
11281124000131013,1000,0.171
11281124000131013,2000,0.138
11281124000131013,4000,0.122
11281124000131013,10000,0.108
11281124000131013,150000,0.061
11281124000201011,0,0.465
11281124000201011,500,0.281
11281124000201011,1000,0.225
11281124000201011,2000,0.184
11281124000201011,4000,0.159
11281124000201011,10000,0.133
11281124000201011,150000,0.056
11281124000201012,0,0.357
11281124000201012,500,0.249
11281124000201012,1000,0.199
11281124000201012,2000,0.168
11281124000201012,4000,0.148
11281124000201012,10000,0.127
11281124000201012,150000,0.056
11281124000041011,0,0.511
11281124000041011,500,0.36
11281124000041011,1000,0.276
11281124000041011,2000,0.235
11281124000041011,4000,0.213
11281124000041011,10000,0.194
11281124000041011,150000,0.127
11281124000041012,0,0.405
11281124000041012,500,0.308
11281124000041012,1000,0.239
11281124000041012,2000,0.209
11281124000041012,4000,0.194
11281124000041012,10000,0.18
11281124000041012,150000,0.128
11281311000011011,0,0.581
11281311000011011,500,0.447
11281311000011011,1000,0.407
11281311000011011,2000,0.374
11281311000011011,4000,0.346
11281311000011011,10000,0.313
11281311000011011,150000,0.172
11281311000011012,0,0.523
11281311000011012,500,0.421
11281311000011012,1000,0.391
11281311000011012,2000,0.364
11281311000011012,4000,0.34
11281311000011012,10000,0.311
11281311000011012,150000,0.198
11281311000011013,0,0.36
11281311000011013,500,0.314
11281311000011013,1000,0.287
11281311000011013,2000,0.268
11281311000011013,4000,0.25
11281311000011013,10000,0.24
11281311000011013,150000,0.154
11281311000011014,0,0.33
11281311000011014,500,0.253
11281311000011014,1000,0.209
11281311000011014,2000,0.182
11281311000011014,4000,0.161
11281311000011014,10000,0.141
11281311000011014,150000,0.09
11281417250101011,0,0.441
11281417250101011,500,0.361
11281417250101011,1000,0.331
11281417250101011,2000,0.308
11281417250101011,4000,0.283
11281417250101011,10000,0.253
11281417250101011,150000,0.126
11281417250101012,0,0.399
11281417250101012,500,0.334
11281417250101012,1000,0.279
11281417250101012,2000,0.241
11281417250101012,4000,0.212
11281417250101012,10000,0.181
11281417250101012,150000,0.084
11281417250101013,0,0.471
11281417250101013,500,0.244
11281417250101013,1000,0.212
11281417250101013,2000,0.171
11281417250101013,4000,0.142
11281417250101013,10000,0.107
11281417250101013,150000,0.105
11281417250101014,0,0.403
11281417250101014,500,0.275
11281417250101014,1000,0.228
11281417250101014,2000,0.178
11281417250101014,4000,0.144
11281417250101014,10000,0.107
11281417250101014,150000,0.085
11281417250031011,0,0.411
11281417250031011,500,0.314
11281417250031011,1000,0.262
11281417250031011,2000,0.219
11281417250031011,4000,0.19
11281417250031011,10000,0.154
11281417250031011,150000,0.093
11281417250031012,0,0.405
11281417250031012,500,0.287
11281417250031012,1000,0.232
11281417250031012,2000,0.189
11281417250031012,4000,0.159
11281417250031012,10000,0.125
11281417250031012,150000,0.088
11281417250031013,0,0.427
11281417250031013,500,0.247
11281417250031013,1000,0.216
11281417250031013,2000,0.18
11281417250031013,4000,0.154
11281417250031013,10000,0.122
11281417250031013,150000,0.118
11281417250031014,0,0.445
11281417250031014,500,0.261
11281417250031014,1000,0.226
11281417250031014,2000,0.183
11281417250031014,4000,0.153
11281417250031014,10000,0.118
11281417250031014,150000,0.112
11281417250031031,0,0.429
11281417250031031,500,0.376
11281417250031031,1000,0.339
11281417250031031,2000,0.311
11281417250031031,4000,0.287
11281417250031031,10000,0.256
11281417250031031,150000,0.118
11281417250031032,0,0.395
11281417250031032,500,0.324
11281417250031032,1000,0.281
11281417250031032,2000,0.251
11281417250031032,4000,0.223
11281417250031032,10000,0.194
11281417250031032,150000,0.108
11281417250031033,0,0.506
11281417250031033,500,0.244
11281417250031033,1000,0.215
11281417250031033,2000,0.174
11281417250031033,4000,0.146
11281417250031033,10000,0.112
11281417250031033,150000,0.111
11281417250031034,0,0.511
11281417250031034,500,0.259
11281417250031034,1000,0.226
11281417250031034,2000,0.178
11281417250031034,4000,0.146
11281417250031034,10000,0.108
11281417250031034,150000,0.106
11281417250071011,0,0.444
11281417250071011,500,0.286
11281417250071011,1000,0.231
11281417250071011,2000,0.184
11281417250071011,4000,0.153
11281417250071011,10000,0.116
11281417250071011,150000,0.084
11281417250071012,0,0.409
11281417250071012,500,0.268
11281417250071012,1000,0.188
11281417250071012,2000,0.138
11281417250071012,4000,0.108
11281417250071012,10000,0.079
11281417250071012,150000,0.041
11281417250071013,0,0.471
11281417250071013,500,0.244
11281417250071013,1000,0.212
11281417250071013,2000,0.171
11281417250071013,4000,0.142
11281417250071013,10000,0.107
11281417250071013,150000,0.105
11281417250071014,0,0.403
11281417250071014,500,0.275
11281417250071014,1000,0.228
11281417250071014,2000,0.178
11281417250071014,4000,0.144
11281417250071014,10000,0.107
11281417250071014,150000,0.085
11281417250091011,0,0.443
11281417250091011,500,0.278
11281417250091011,1000,0.241
11281417250091011,2000,0.223
11281417250091011,4000,0.208
11281417250091011,10000,0.192
11281417250091011,150000,0.113
11281417250091012,0,0.428
11281417250091012,500,0.257
11281417250091012,1000,0.213
11281417250091012,2000,0.191
11281417250091012,4000,0.176
11281417250091012,10000,0.159
11281417250091012,150000,0.101
11281417250091013,0,0.436
11281417250091013,500,0.245
11281417250091013,1000,0.211
11281417250091013,2000,0.168
11281417250091013,4000,0.139
11281417250091013,10000,0.104
11281417250091013,150000,0.1
11281417250091014,0,0.411
11281417250091014,500,0.273
11281417250091014,1000,0.22
11281417250091014,2000,0.196
11281417250091014,4000,0.179
11281417250091014,10000,0.161
11281417250091014,150000,0.095
11281422000101011,0,0.5
11281422000101011,500,0.394
11281422000101011,1000,0.354
11281422000101011,2000,0.322
11281422000101011,4000,0.299
11281422000101011,10000,0.271
11281422000101011,150000,0.156
11281422000101012,0,0.429
11281422000101012,500,0.351
11281422000101012,1000,0.326
11281422000101012,2000,0.304
11281422000101012,4000,0.283
11281422000101012,10000,0.256
11281422000101012,150000,0.162
11281422000021011,0,0.495
11281422000021011,500,0.416
11281422000021011,1000,0.397
11281422000021011,2000,0.372
11281422000021011,4000,0.347
11281422000021011,10000,0.31
11281422000021011,150000,0.136
11281422000021012,0,0.438
11281422000021012,500,0.364
11281422000021012,1000,0.345
11281422000021012,2000,0.32
11281422000021012,4000,0.295
11281422000021012,10000,0.261
11281422000021012,150000,0.127
11281422000031011,0,0.49
11281422000031011,500,0.403
11281422000031011,1000,0.381
11281422000031011,2000,0.356
11281422000031011,4000,0.334
11281422000031011,10000,0.303
11281422000031011,150000,0.161
11281422000031012,0,0.41
11281422000031012,500,0.389
11281422000031012,1000,0.376
11281422000031012,2000,0.362
11281422000031012,4000,0.345
11281422000031012,10000,0.319
11281422000031012,150000,0.173
11281422000072011,0,0.517
11281422000072011,500,0.417
11281422000072011,1000,0.371
11281422000072011,2000,0.342
11281422000072011,4000,0.321
11281422000072011,10000,0.296
11281422000072011,150000,0.187
11281422000072012,0,0.515
11281422000072012,500,0.487
11281422000072012,1000,0.472
11281422000072012,2000,0.46
11281422000072012,4000,0.448
11281422000072012,10000,0.428
11281422000072012,150000,0.344
11282825330011011,0,0.484
11282825330011011,500,0.383
11282825330011011,1000,0.354
11282825330011011,2000,0.316
11282825330011011,4000,0.283
11282825330011011,10000,0.231
11282825330011011,150000,0.106
11282825330011012,0,0.351
11282825330011012,500,0.296
11282825330011012,1000,0.274
11282825330011012,2000,0.246
11282825330011012,4000,0.226
11282825330011012,10000,0.196
11282825330011012,150000,0.119
11282825330032011,0,0.483
11282825330032011,500,0.386
11282825330032011,1000,0.357
11282825330032011,2000,0.32
11282825330032011,4000,0.288
11282825330032011,10000,0.236
11282825330032011,150000,0.108
11282825330032012,0,0.373
11282825330032012,500,0.303
11282825330032012,1000,0.279
11282825330032012,2000,0.254
11282825330032012,4000,0.238
11282825330032012,10000,0.212
11282825330032012,150000,0.131
11282825330042011,0,0.484
11282825330042011,500,0.377
11282825330042011,1000,0.346
11282825330042011,2000,0.304
11282825330042011,4000,0.27
11282825330042011,10000,0.219
11282825330042011,150000,0.103
11282825330042012,0,0.373
11282825330042012,500,0.315
11282825330042012,1000,0.293
11282825330042012,2000,0.263
11282825330042012,4000,0.237
11282825330042012,10000,0.199
11282825330042012,150000,0.112
11291812000121011,0,0.469
11291812000121011,500,0.249
11291812000121011,1000,0.165
11291812000121011,2000,0.125
11291812000121011,4000,0.104
11291812000121011,10000,0.085
11291812000121011,150000,0.04
11291812000121012,0,0.462
11291812000121012,500,0.222
11291812000121012,1000,0.133
11291812000121012,2000,0.1
11291812000121012,4000,0.084
11291812000121012,10000,0.069
11291812000121012,150000,0.034
11291812000121013,0,0.358
11291812000121013,500,0.234
11291812000121013,1000,0.165
11291812000121013,2000,0.136
11291812000121013,4000,0.12
11291812000121013,10000,0.104
11291812000121013,150000,0.065
11291815280061011,0,0.577
11291815280061011,500,0.514
11291815280061011,1000,0.485
11291815280061011,2000,0.458
11291815280061011,4000,0.43
11291815280061011,10000,0.397
11291815280061011,150000,0.152
11291815280061012,0,0.535
11291815280061012,500,0.474
11291815280061012,1000,0.445
11291815280061012,2000,0.417
11291815280061012,4000,0.389
11291815280061012,10000,0.358
11291815280061012,150000,0.185
11291815280061013,0,0.503
11291815280061013,500,0.434
11291815280061013,1000,0.405
11291815280061013,2000,0.376
11291815280061013,4000,0.354
11291815280061013,10000,0.327
11291815280061013,150000,0.193
11291815280061014,0,0.442
11291815280061014,500,0.424
11291815280061014,1000,0.403
11291815280061014,2000,0.378
11291815280061014,4000,0.358
11291815280061014,10000,0.336
11291815280061014,150000,0.206
11291815280071011,0,0.59
11291815280071011,500,0.527
11291815280071011,1000,0.5
11291815280071011,2000,0.476
11291815280071011,4000,0.45
11291815280071011,10000,0.418
11291815280071011,150000,0.176
11291815280071012,0,0.539
11291815280071012,500,0.49
11291815280071012,1000,0.467
11291815280071012,2000,0.446
11291815280071012,4000,0.422
11291815280071012,10000,0.391
11291815280071012,150000,0.224
11291815280071013,0,0.512
11291815280071013,500,0.506
11291815280071013,1000,0.491
11291815280071013,2000,0.475
11291815280071013,4000,0.454
11291815280071013,10000,0.428
11291815280071013,150000,0.237
11291815280071014,0,0.511
11291815280071014,500,0.501
11291815280071014,1000,0.487
11291815280071014,2000,0.468
11291815280071014,4000,0.445
11291815280071014,10000,0.419
11291815280071014,150000,0.243
11291830000011011,0,0.582
11291830000011011,500,0.516
11291830000011011,1000,0.492
11291830000011011,2000,0.469
11291830000011011,4000,0.444
11291830000011011,10000,0.417
11291830000011011,150000,0.235
11291830000011012,0,0.506
11291830000011012,500,0.452
11291830000011012,1000,0.436
11291830000011012,2000,0.42
11291830000011012,4000,0.4
11291830000011012,10000,0.377
11291830000011012,150000,0.265
11291830000011013,0,0.429
11291830000011013,500,0.373
11291830000011013,1000,0.353
11291830000011013,2000,0.335
11291830000011013,4000,0.318
11291830000011013,10000,0.297
11291830000011013,150000,0.223
11301825220211011,0,0.451
11301825220211011,500,0.372
11301825220211011,1000,0.357
11301825220211011,2000,0.337
11301825220211011,4000,0.321
11301825220211011,10000,0.294
11301825220211011,150000,0.203
11301825220211012,0,0.412
11301825220211012,500,0.338
11301825220211012,1000,0.321
11301825220211012,2000,0.303
11301825220211012,4000,0.286
11301825220211012,10000,0.261
11301825220211012,150000,0.2
11301825220211013,0,0.375
11301825220211013,500,0.346
11301825220211013,1000,0.334
11301825220211013,2000,0.321
11301825220211013,4000,0.307
11301825220211013,10000,0.284
11301825220211013,150000,0.22
11301825220061011,0,0.479
11301825220061011,500,0.369
11301825220061011,1000,0.35
11301825220061011,2000,0.327
11301825220061011,4000,0.305
11301825220061011,10000,0.273
11301825220061011,150000,0.163
11301825220061012,0,0.411
11301825220061012,500,0.333
11301825220061012,1000,0.317
11301825220061012,2000,0.3
11301825220061012,4000,0.28
11301825220061012,10000,0.251
11301825220061012,150000,0.18
11301825220061013,0,0.389
11301825220061013,500,0.337
11301825220061013,1000,0.323
11301825220061013,2000,0.307
11301825220061013,4000,0.289
11301825220061013,10000,0.261
11301825220061013,150000,0.18
11301825220061014,0,0.341
11301825220061014,500,0.328
11301825220061014,1000,0.317
11301825220061014,2000,0.305
11301825220061014,4000,0.289
11301825220061014,10000,0.266
11301825220061014,150000,0.189
11311318280092011,0,0.471
11311318280092011,500,0.429
11311318280092011,1000,0.418
11311318280092011,2000,0.402
11311318280092011,4000,0.393
11311318280092011,10000,0.374
11311318280092011,150000,0.337
11311318280092012,0,0.45
11311318280092012,500,0.421
11311318280092012,1000,0.411
11311318280092012,2000,0.398
11311318280092012,4000,0.39
11311318280092012,10000,0.374
11311318280092012,150000,0.347
11311318280092013,0,0.427
11311318280092013,500,0.411
11311318280092013,1000,0.404
11311318280092013,2000,0.395
11311318280092013,4000,0.387
11311318280092013,10000,0.372
11311318280092013,150000,0.35
11311318280092014,0,0.431
11311318280092014,500,0.423
11311318280092014,1000,0.418
11311318280092014,2000,0.411
11311318280092014,4000,0.404
11311318280092014,10000,0.392
11311318280092014,150000,0.373
11331123000011011,0,0.495
11331123000011011,500,0.395
11331123000011011,1000,0.367
11331123000011011,2000,0.338
11331123000011011,4000,0.308
11331123000011011,10000,0.277
11331123000011011,150000,0.161
11331123000011012,0,0.432
11331123000011012,500,0.332
11331123000011012,1000,0.308
11331123000011012,2000,0.29
11331123000011012,4000,0.271
11331123000011012,10000,0.248
11331123000011012,150000,0.18
11331123000011013,0,0.425
11331123000011013,500,0.356
11331123000011013,1000,0.322
11331123000011013,2000,0.292
11331123000011013,4000,0.262
11331123000011013,10000,0.227
11331123000011013,150000,0.117
11331130150111011,0,0.458
11331130150111011,500,0.326
11331130150111011,1000,0.267
11331130150111011,2000,0.232
11331130150111011,4000,0.209
11331130150111011,10000,0.184
11331130150111011,150000,0.083
11331130150111012,0,0.456
11331130150111012,500,0.298
11331130150111012,1000,0.226
11331130150111012,2000,0.182
11331130150111012,4000,0.156
11331130150111012,10000,0.13
11331130150111012,150000,0.069
11331130150111013,0,0.461
11331130150111013,500,0.359
11331130150111013,1000,0.303
11331130150111013,2000,0.257
11331130150111013,4000,0.226
11331130150111013,10000,0.192
11331130150111013,150000,0.094
11331130150141011,0,0.489
11331130150141011,500,0.282
11331130150141011,1000,0.21
11331130150141011,2000,0.164
11331130150141011,4000,0.139
11331130150141011,10000,0.114
11331130150141011,150000,0.046
11331130150141012,0,0.466
11331130150141012,500,0.279
11331130150141012,1000,0.184
11331130150141012,2000,0.135
11331130150141012,4000,0.11
11331130150141012,10000,0.086
11331130150141012,150000,0.037
11331130150161011,0,0.49
11331130150161011,500,0.281
11331130150161011,1000,0.209
11331130150161011,2000,0.163
11331130150161011,4000,0.137
11331130150161011,10000,0.113
11331130150161011,150000,0.046
11331130150161012,0,0.474
11331130150161012,500,0.29
11331130150161012,1000,0.201
11331130150161012,2000,0.148
11331130150161012,4000,0.12
11331130150161012,10000,0.094
11331130150161012,150000,0.04
11331130150161013,0,0.44
11331130150161013,500,0.329
11331130150161013,1000,0.286
11331130150161013,2000,0.256
11331130150161013,4000,0.234
11331130150161013,10000,0.209
11331130150161013,150000,0.122
11331130150161014,0,0.403
11331130150161014,500,0.29
11331130150161014,1000,0.236
11331130150161014,2000,0.208
11331130150161014,4000,0.187
11331130150161014,10000,0.164
11331130150161014,150000,0.094
11331130150181011,0,0.492
11331130150181011,500,0.281
11331130150181011,1000,0.207
11331130150181011,2000,0.16
11331130150181011,4000,0.134
11331130150181011,10000,0.109
11331130150181011,150000,0.044
11331130150181012,0,0.468
11331130150181012,500,0.276
11331130150181012,1000,0.183
11331130150181012,2000,0.134
11331130150181012,4000,0.109
11331130150181012,10000,0.086
11331130150181012,150000,0.038
11331130150181013,0,0.45
11331130150181013,500,0.324
11331130150181013,1000,0.244
11331130150181013,2000,0.195
11331130150181013,4000,0.167
11331130150181013,10000,0.138
11331130150181013,150000,0.067
11352815000011011,0,0.525
11352815000011011,500,0.476
11352815000011011,1000,0.459
11352815000011011,2000,0.443
11352815000011011,4000,0.428
11352815000011011,10000,0.405
11352815000011011,150000,0.286
11352815000011012,0,0.502
11352815000011012,500,0.464
11352815000011012,1000,0.45
11352815000011012,2000,0.437
11352815000011012,4000,0.424
11352815000011012,10000,0.402
11352815000011012,150000,0.303
11352815000011013,0,0.482
11352815000011013,500,0.473
11352815000011013,1000,0.461
11352815000011013,2000,0.451
