Id,H[mm],Theta
25231122000101012,10000,0.253
25231122000101012,150000,0.111
25231122000101013,0,0.454
25231122000101013,500,0.438
25231122000101013,1000,0.426
25231122000101013,2000,0.412
25231122000101013,4000,0.395
25231122000101013,10000,0.368
25231122000101013,150000,0.192
25231122000101014,0,0.445
25231122000101014,500,0.414
25231122000101014,1000,0.396
25231122000101014,2000,0.38
25231122000101014,4000,0.362
25231122000101014,10000,0.335
25231122000101014,150000,0.18
25231122000101015,0,0.393
25231122000101015,500,0.37
25231122000101015,1000,0.346
25231122000101015,2000,0.323
25231122000101015,4000,0.303
25231122000101015,10000,0.275
25231122000101015,150000,0.111
25302528000631011,0,0.655
25302528000631011,500,0.525
25302528000631011,1000,0.474
25302528000631011,2000,0.433
25302528000631011,4000,0.404
25302528000631011,10000,0.37
25302528000631011,150000,0.249
25302528000631012,0,0.686
25302528000631012,500,0.501
25302528000631012,1000,0.446
25302528000631012,2000,0.404
25302528000631012,4000,0.37
25302528000631012,10000,0.335
25302528000631012,150000,0.252
25302528000631013,0,0.685
25302528000631013,500,0.507
25302528000631013,1000,0.454
25302528000631013,2000,0.417
25302528000631013,4000,0.384
25302528000631013,10000,0.351
25302528000631013,150000,0.263
25302528000631014,0,0.669
25302528000631014,500,0.518
25302528000631014,1000,0.474
25302528000631014,2000,0.442
25302528000631014,4000,0.413
25302528000631014,10000,0.384
25302528000631014,150000,0.277
25302528000631015,0,0.63
25302528000631015,500,0.527
25302528000631015,1000,0.496
25302528000631015,2000,0.473
25302528000631015,4000,0.449
25302528000631015,10000,0.424
25302528000631015,150000,0.3
25302528000652011,0,0.673
25302528000652011,500,0.539
25302528000652011,1000,0.488
25302528000652011,2000,0.447
25302528000652011,4000,0.417
25302528000652011,10000,0.381
25302528000652011,150000,0.262
25302528000652012,0,0.664
25302528000652012,500,0.481
25302528000652012,1000,0.423
25302528000652012,2000,0.383
25302528000652012,4000,0.35
25302528000652012,10000,0.319
25302528000652012,150000,0.234
25302528000652013,0,0.694
25302528000652013,500,0.509
25302528000652013,1000,0.455
25302528000652013,2000,0.416
25302528000652013,4000,0.382
25302528000652013,10000,0.347
25302528000652013,150000,0.262
25302528000652014,0,0.675
25302528000652014,500,0.528
25302528000652014,1000,0.486
25302528000652014,2000,0.454
25302528000652014,4000,0.426
25302528000652014,10000,0.394
25302528000652014,150000,0.293
25302528000652015,0,0.68
25302528000652015,500,0.582
25302528000652015,1000,0.548
25302528000652015,2000,0.519
25302528000652015,4000,0.494
25302528000652015,10000,0.456
25302528000652015,150000,0.328
25302528000661011,0,0.686
25302528000661011,500,0.569
25302528000661011,1000,0.523
25302528000661011,2000,0.481
25302528000661011,4000,0.453
25302528000661011,10000,0.41
25302528000661011,150000,0.29
25302528000661012,0,0.693
25302528000661012,500,0.524
25302528000661012,1000,0.476
25302528000661012,2000,0.438
25302528000661012,4000,0.407
25302528000661012,10000,0.37
25302528000661012,150000,0.287
25302528000661013,0,0.693
25302528000661013,500,0.545
25302528000661013,1000,0.505
25302528000661013,2000,0.474
25302528000661013,4000,0.447
25302528000661013,10000,0.412
25302528000661013,150000,0.321
25302528000661014,0,0.696
25302528000661014,500,0.581
25302528000661014,1000,0.541
25302528000661014,2000,0.508
25302528000661014,4000,0.48
25302528000661014,10000,0.435
25302528000661014,150000,0.318
25302528000661015,0,0.671
25302528000661015,500,0.573
25302528000661015,1000,0.546
25302528000661015,2000,0.523
25302528000661015,4000,0.502
25302528000661015,10000,0.475
25302528000661015,150000,0.354
26312419000021011,0,0.609
26312419000021011,500,0.469
26312419000021011,1000,0.448
26312419000021011,2000,0.428
26312419000021011,4000,0.411
26312419000021011,10000,0.389
26312419000021011,150000,0.225
26312419000021012,0,0.516
26312419000021012,500,0.463
26312419000021012,1000,0.449
26312419000021012,2000,0.436
26312419000021012,4000,0.422
26312419000021012,10000,0.401
26312419000021012,150000,0.286
26312419000021013,0,0.607
26312419000021013,500,0.586
26312419000021013,1000,0.574
26312419000021013,2000,0.565
26312419000021013,4000,0.556
26312419000021013,10000,0.542
26312419000021013,150000,0.456
26312419000021014,0,0.638
26312419000021014,500,0.633
26312419000021014,1000,0.626
26312419000021014,2000,0.619
26312419000021014,4000,0.613
26312419000021014,10000,0.6
26312419000021014,150000,0.527
26312419000021015,0,0.655
26312419000021015,500,0.65
26312419000021015,1000,0.644
26312419000021015,2000,0.639
26312419000021015,4000,0.634
26312419000021015,10000,0.62
26312419000021015,150000,0.552
30152331000891011,0,0.574
30152331000891011,500,0.519
30152331000891011,1000,0.495
30152331000891011,2000,0.477
30152331000891011,4000,0.464
30152331000891011,10000,0.443
30152331000891011,150000,0.318
30152331000891012,0,0.576
30152331000891012,500,0.536
30152331000891012,1000,0.523
30152331000891012,2000,0.511
30152331000891012,4000,0.497
30152331000891012,10000,0.472
30152331000891012,150000,0.361
30152331000891013,0,0.556
30152331000891013,500,0.547
30152331000891013,1000,0.54
30152331000891013,2000,0.53
30152331000891013,4000,0.517
30152331000891013,10000,0.494
30152331000891013,150000,0.367
30152331000891014,0,0.586
30152331000891014,500,0.573
30152331000891014,1000,0.566
30152331000891014,2000,0.558
30152331000891014,4000,0.547
30152331000891014,10000,0.525
30152331000891014,150000,0.387
30152331000891015,0,0.57
30152331000891015,500,0.56
30152331000891015,1000,0.552
30152331000891015,2000,0.544
30152331000891015,4000,0.534
30152331000891015,10000,0.514
30152331000891015,150000,0.368
30153021000131011,0,0.666
30153021000131011,500,0.543
30153021000131011,1000,0.462
30153021000131011,2000,0.403
30153021000131011,4000,0.362
30153021000131011,10000,0.329
30153021000131011,150000,0.13
30153021000131012,0,0.643
30153021000131012,500,0.505
30153021000131012,1000,0.397
30153021000131012,2000,0.318
30153021000131012,4000,0.256
30153021000131012,10000,0.214
30153021000131012,150000,0.064
30153021000131013,0,0.641
30153021000131013,500,0.506
30153021000131013,1000,0.401
30153021000131013,2000,0.323
30153021000131013,4000,0.262
30153021000131013,10000,0.218
30153021000131013,150000,0.064
30153021000131014,0,0.644
30153021000131014,500,0.526
30153021000131014,1000,0.423
30153021000131014,2000,0.343
30153021000131014,4000,0.281
30153021000131014,10000,0.229
30153021000131014,150000,0.055
30153021000131015,0,0.643
30153021000131015,500,0.534
30153021000131015,1000,0.438
30153021000131015,2000,0.361
30153021000131015,4000,0.302
30153021000131015,10000,0.246
30153021000131015,150000,0.059
30153021000161011,0,0.617
30153021000161011,500,0.495
30153021000161011,1000,0.423
30153021000161011,2000,0.371
30153021000161011,4000,0.339
30153021000161011,10000,0.308
30153021000161011,150000,0.115
30153021000161012,0,0.58
30153021000161012,500,0.42
30153021000161012,1000,0.347
30153021000161012,2000,0.292
30153021000161012,4000,0.255
30153021000161012,10000,0.229
30153021000161012,150000,0.106
30153021000161013,0,0.593
30153021000161013,500,0.44
30153021000161013,1000,0.362
30153021000161013,2000,0.301
30153021000161013,4000,0.26
30153021000161013,10000,0.229
30153021000161013,150000,0.097
30153021000161014,0,0.595
30153021000161014,500,0.456
30153021000161014,1000,0.381
30153021000161014,2000,0.321
30153021000161014,4000,0.279
30153021000161014,10000,0.243
30153021000161014,150000,0.093
30153021000161015,0,0.636
30153021000161015,500,0.515
30153021000161015,1000,0.468
30153021000161015,2000,0.426
30153021000161015,4000,0.395
30153021000161015,10000,0.367
30153021000161015,150000,0.212
